index,Product Name,Customer Order Quantity,ECG_DESP,TUAV,PIB_CO,ISE_CO,VTOTAL_19,OTOTAL_19,ICI
2022-02-01,Material_32,600,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_33,908,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_35,2616,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_36,1,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_37,1,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_38,281,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_39,170,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_4,1757,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_40,874,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_41,529,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_42,1296,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_43,690,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_44,77,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_45,432,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_46,240,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_47,1869,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_48,83,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_49,130,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_50,27,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_51,1496,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_52,265,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_53,49,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_54,612,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_55,88,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_56,109,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_57,12,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_58,117,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_59,199,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_6,112,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_60,84,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_61,100,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_62,132,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_63,1641,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_64,606,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_65,137,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_66,322,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_67,1137,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_69,157,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_7,12,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_70,199,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_71,60,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_72,295,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_73,16,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_74,94,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_76,568,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_77,240,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_78,133,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_79,564,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_8,139,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_80,180,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_82,103,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_83,68,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_84,6,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-02-01,Material_9,630,1106900.2813558457,20511,10904.3781857299,76.70403428075076,24416,167573,15.5
2022-03-01,Material_1,540,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_10,471,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_11,360,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_12,597,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_13,120,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_14,22,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_15,41,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_16,67,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_17,218,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_18,300,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_19,1090,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_2,253,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_20,864,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_21,213,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_23,1995,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_24,769,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_25,458,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_3,544,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_30,134,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_31,2026,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_32,756,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_33,512,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_35,2184,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_37,1,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_38,448,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_39,257,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_4,1413,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_40,588,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_41,357,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_42,1235,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_43,710,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_44,70,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_45,360,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_46,252,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_47,1322,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_48,160,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_49,532,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_50,78,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_51,1132,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_52,265,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_53,81,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_54,900,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_55,214,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_56,116,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_58,44,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_59,186,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_6,112,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_60,72,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_61,130,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_62,144,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_63,1423,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_64,517,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_65,126,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_66,305,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_67,1297,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_69,129,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_7,18,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_70,92,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_71,17,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_72,221,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_73,62,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_74,216,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_76,504,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_77,269,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_78,116,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_79,828,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_8,173,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_80,353,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_82,119,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_83,117,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_84,46,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-03-01,Material_9,575,1257124.8973245644,22271,10904.3781857299,75.0680215110551,23043,170916,13.6
2022-04-01,Material_1,659,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_10,454,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_11,580,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_12,248,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_13,216,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_15,52,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_16,53,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_17,202,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_18,120,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_19,818,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_2,242,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_20,558,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_21,146,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_23,1890,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_24,980,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_25,598,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_3,528,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_30,221,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_31,1914,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_32,756,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_33,595,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_35,2856,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_36,6,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_38,666,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_39,167,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_4,1385,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_40,233,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_41,343,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_42,1633,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_43,523,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_44,105,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_45,600,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_46,384,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_47,2109,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_48,11,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_49,128,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_50,43,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_51,1064,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_52,270,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_53,144,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_54,396,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_55,83,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_56,136,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_57,32,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_58,109,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_59,212,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_6,112,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_60,152,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_61,120,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_62,180,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
2022-04-01,Material_63,1796,1089208.089388572,24400,10968.0262895853,77.23527233551296,21405,170509,10.3
